VENDOR PART#,MANUFACTURER PART #,DESCRIPTION,MSRP,CONTRACT_PRICE,QUANTITY ON HAND,MANUFACTURER_NAME,CATEGORY,SERIAL_FLAG,WEIGHT
DMX-KD20006000S00,KD2-00-06000S00,M4206 II DT EU/UK 203DPI LAN WIFI FIX MD,1002.05,584.12,3,DATAMAX-ONEIL,DMP,Y,31.195
DMX-KD20006000Y00,KD2-00-06000Y00,M4206 II DT EU/UK 203DPI LAN FIX MD HANG,876.34,510.83,17,DATAMAX-ONEIL,DMP,Y,30.005
DMX-KD20006000Y07,KD2-00-06000Y07,M4206 MKII DT EU/UK 203DPI LAN3HUB,836.92,487.85,0,DATAMAX-ONEIL,DMP,Y,31.416
DMX-KD20006040000,KD2-00-06040000,M4206 MKII DT EU/UK 203DPI CUTMD HANGR,1020.01,594.59,0,DATAMAX-ONEIL,DMP,Y,3306.93
DMX-KD20006400Y00,KD2-00-06400Y00,"M4206 II DT EU/UK 203DPI INT REW, INT LA",998.45,582.02,0,DATAMAX-ONEIL,DMP,Y,33.069
DMX-KD20006900000,KD2-00-06900000,M4206 II DT EU/UK 203DPI CASTPEEL NPST F,944.59,550.62,0,DATAMAX-ONEIL,DMP,Y,31.967
DMX-KD20006900007,KD2-00-06900007,M4206 MKII DT EU/UK 203DPI PEEL NPST INT,944.59,550.62,0,DATAMAX-ONEIL,DMP,Y,32.606
DMX-KD20006900S00,KD2-00-06900S00,M4206 DT CAST PEEL PS INT REW LAN WIR,1231.9,718.11,0,DATAMAX-ONEIL,DMP,Y,33.731
DMX-KD20006900Y00,KD2-00-06900Y00,M4206 II DT EU/UK 203DPI LANCPEEL NPST F,1106.21,644.83,3,DATAMAX-ONEIL,DMP,Y,33.4
DMX-KD20046000000,KD2-00-46000000,M4206 II TT EU/UK 203DPI FIX MD HANGR 8M,775.77,452.23,38,DATAMAX-ONEIL,DMP,Y,32.143
DMX-KD20046000007,KD2-00-46000007,M4206 MKII TT EU/UK 203DPI 3HB8MB GRAP D,775.77,452.23,0,DATAMAX-ONEIL,DMP,Y,32.55
DMX-KD20046000S00,KD2-00-46000S00,M4206 II TT EU/UK 203DPI LAN WIFI FIX MD,1063.1,619.69,0,DATAMAX-ONEIL,DMP,Y,32.254
DMX-KD20046000Y00,KD2-00-46000Y00,M4206 II TT EU/UK 203DPI LAN FIX MD HANG,937.4,546.44,0,DATAMAX-ONEIL,DMP,Y,31.747
DMX-KD20046000Y06,KD2-00-46000Y06,M4206 MKII DT/TT EU/UK 203DPILAN 40mm ME,937.4,546.44,0,DATAMAX-ONEIL,DMP,Y,33.444
DMX-KD20046000Y07,KD2-00-46000Y07,M4206 MKII DT/TT EU/UK 203DPILAN 3HUB,937.4,546.44,0,DATAMAX-ONEIL,DMP,Y,32.033
DMX-KD20046040000,KD2-00-46040000,M4206 II TT EU/UK 203DPI STD CUT FIX MD,1081.07,630.19,0,DATAMAX-ONEIL,DMP,Y,34.701
DMX-KD20046040Y00,KD2-00-46040Y00,M4206 II TT EU/UK 203DPI STD CUT INT LAN,1242.69,724.4,0,DATAMAX-ONEIL,DMP,Y,33.643
DMX-KD20046400000,KD2-00-46400000,M4206 II TT EU/UK 203 DPI INTREW FIX MD,897.9,523.4,0,DATAMAX-ONEIL,DMP,Y,32.672
DMX-KD20046400Y00,KD2-00-46400Y00,M4206 TT EU/UK 203 DPI INT REWFIX MD HAN,1059.52,617.6,0,DATAMAX-ONEIL,DMP,Y,33.995
DMX-KD20046900Y00,KD2-00-46900Y00,M4206 II TT EU/UK 203DPI LANCPL NPST FIX,1167.25,680.43,0,DATAMAX-ONEIL,DMP,Y,35.274
DMX-KJ20006000000,KJ2-00-06000000,M4210 II DT EU/UK 203DPI FIX MD HANGR 8M,851.21,496.2,0,DATAMAX-ONEIL,DMP,Y,30.38
DMX-KJ20006000007,KJ2-00-06000007,M4210 II DT EU/UK 203DPI 3HUB8MB GRAP DS,851.21,496.2,5,DATAMAX-ONEIL,DMP,Y,29.806
DMX-KJ20006000Y00,KJ2-00-06000Y00,M4210 II DT EU/UK 203DPI LAN 8MB GRAP DS,1012.82,590.4,0,DATAMAX-ONEIL,DMP,Y,31.129
DMX-KJ20006000Y07,KJ2-00-06000Y07,M4210 II DT EU/UK 203DPI 3HUBLAN 8MB GRA,1012.82,590.4,0,DATAMAX-ONEIL,DMP,Y,30.975
DMX-KJ20006900007,KJ2-00-06900007,M4210 II DT EU/UK 203DPI USB CST PL NPST,1081.07,630.19,0,DATAMAX-ONEIL,DMP,Y,33.29
DMX-KJ20006900Y07,KJ2-00-06900Y07,M4210 II DT EU/UK 203DPI INT LAN CST PL,1242.69,724.4,0,DATAMAX-ONEIL,DMP,Y,34.039
DMX-KJ20046000000,KJ2-00-46000000,M4210 II TT EU/UK 203DPI FIX MEDIA HNGR,912.25,531.78,0,DATAMAX-ONEIL,DMP,Y,32.805
DMX-KJ20046000007,KJ2-00-46000007,M4210 II TT EU/UK 203DPI 3HUB8MB GRAP DS,912.25,531.78,3,DATAMAX-ONEIL,DMP,Y,32.562
DMX-KJ20046000Y00,KJ2-00-46000Y00,M4210 II TT EU/UK 203DPI LAN 8MB GRAP DS,1073.87,626.01,2,DATAMAX-ONEIL,DMP,Y,33.069
DMX-KJ20046000Y07,KJ2-00-46000Y07,M4210 II TT EU/UK 203DPI LAN 3HUB 8MB GR,1073.87,626.01,1,DATAMAX-ONEIL,DMP,Y,32.606
DMX-KJ20046040007,KJ2-00-46040007,M4210 TT EU/UK 203DPI 3HUB STDCUTTER,1145.72,667.86,0,DATAMAX-ONEIL,DMP,Y,43.651
DMX-KJ20046040Y00,KJ2-00-46040Y00,M4210 MKII TT EU/UK 203DPI STDCUT LAN FI,1379.17,803.95,0,DATAMAX-ONEIL,DMP,Y,33.863
DMX-KJ20046040Y07,KJ2-00-46040Y07,M4210 II TT EU/UK 203DPI LAN STD CUT 3HU,1379.17,803.95,0,DATAMAX-ONEIL,DMP,Y,34.877
DMX-KJ20046900007,KJ2-00-46900007,M4210 II TT EU/UK 203DPI 3HUBCST PEEL IN,1142.11,665.76,8,DATAMAX-ONEIL,DMP,Y,35.053
DMX-KJ20046900Y07,KJ2-00-46900Y07,M4210 II TT EU/UK 203DPI 3HUBCST PEEL NP,1303.73,759.98,0,DATAMAX-ONEIL,DMP,Y,34.26
DMX-KJ2J246000YR7,KJ2-J2-46000YR7,M4210 MKII RFID HF 13.56MZH TTEU/UK 203D,1691.63,986.1,0,DATAMAX-ONEIL,DMP,Y,27.955
DMX-KJ2L203000YV0,KJ2-L2-03000YV0,M4210 II DT RFID UHF 203DPI INT LAN OPTI,1950.21,1136.83,0,DATAMAX-ONEIL,DMP,Y,44.092
DMX-KJ2L203001YV7,KJ2-L2-03001YV7,M4210 II DT RFID UHF 203DPI INT LAN OPTI,1950.21,1136.83,0,DATAMAX-ONEIL,DMP,Y,44.092
DMX-KJ2L243000YVO,KJ2-L2-43000YVO,M4210 II TT EU RFID UHF INT LAN OPTION,2011.26,1172.41,0,DATAMAX-ONEIL,DMP,Y,31.306
DMX-LA20046000000,LA2-00-46000000,A4212 RH DT/TT CSI/CSO EU/UK 203DPI,2823.35,1801.06,22,DATAMAX-ONEIL,DMP,Y,38.14
DMX-LA30046000000,LA3-00-46000000,A4310 RH DT/TT CSI/CSO EU/UK 300DPI,3065.14,1955.31,8,DATAMAX-ONEIL,DMP,Y,38.515
DMX-LA60046000000,LA6-00-46000000,A4606 MKII RH DT/TT EU/UK 600DPI,4032.27,2572.26,0,DATAMAX-ONEIL,DMP,Y,40.212
DMX-LB20046000000,LB2-00-46000000,A4212 MKII LH DT/TT EU/UK 203DPI,2823.35,1801.06,21,DATAMAX-ONEIL,DMP,Y,38.074
DMX-LB30046000000,LB3-00-46000000,A4310 II LH DT/TT CSI/CSO EU/UK 300DPI,3065.14,1955.31,1,DATAMAX-ONEIL,DMP,Y,38.801
DMX-LB30046000E00,LB3-00-46000E00,A4310 II LH DT/TT CSI/CSO EU/UK 300 DPI,3125.9,1994.08,0,DATAMAX-ONEIL,DMP,Y,40.278
DMX-LB60046000000,LB6-00-46000000,A4606 MKII LH DT/TT EU/UK 600DPI,4032.27,2572.26,0,DATAMAX-ONEIL,DMP,Y,38.03
DMX-LC20046000000,LC2-00-46000000,A6212 MKII RH DT/TT EU/UK 203DPI,3134.21,1999.37,5,DATAMAX-ONEIL,DMP,Y,42.108
DMX-OPT15262602,OPT15-2626-02,HD CUTTER TRAY - W-8306,310.03,202.98,0,DATAMAX-ONEIL,DXA,N,2
DMX-OPT15277501,OPT15-2775-01,INT CUT ST S CLASS FOR S CLASS,246.97,161.69,3,DATAMAX-ONEIL,DXA,N,2.844
DMX-OPT15287201,OPT15-2872-01,KIT SUPPLY HUB MEDIA RETAINERI-CLASS,33.43,21.89,0,DATAMAX-ONEIL,DXA,N,0.132
DMX-OPT78225602,OPT78-2256-02,GPIO EXPANSION CARD I CLASS,121.59,79.61,1,DATAMAX-ONEIL,DXA,N,0.97
DMX-OPT78229501,OPT78-2295-01,CUT OPTION STD I CLASS,531.93,348.25,1,DATAMAX-ONEIL,DXA,N,2.75
DMX-OPT78229502,OPT78-2295-02,STANDARD CUTTER KIT FOR 10 MILSTOCK  I C,520.53,311.4,0,DATAMAX-ONEIL,DXA,N,2.778
DMX-OPT78230201,OPT78-2302-01,INTERNAL REWIND OPTION I CLASSMK2,117.78,68.66,9,DATAMAX-ONEIL,DAC,N,1.852
DMX-OPT78230202,OPT78-2302-02,INT REW OPTION I-CLASS,208.97,136.81,0,DATAMAX-ONEIL,DXA,N,1.962
DMX-OPT78231001,OPT78-2310-01,CUT OPTION E CLASS,326.76,213.92,0,DATAMAX-ONEIL,DXA,N,1.83
DMX-OPT78232801,OPT78-2328-01,HEAVY DUTY CUTTER - W-8306,1136.05,743.75,0,DATAMAX-ONEIL,DXA,Y,6.261
DMX-OPT78238801,OPT78-2388-01,USB INTERFACE OPTION I CLASS &W CLASS,98.79,64.67,0,DATAMAX-ONEIL,DXA,N,1.014
DMX-OPT78244401,OPT78-2444-01,PEEL-PRESENT I CLASS,155.78,101.99,3,DATAMAX-ONEIL,DXA,N,2.35
DMX-OPT78248001,OPT78-2480-01,CUT STD KIT 10 MIL STOCK M CLASS,452.14,296.01,0,DATAMAX-ONEIL,DXA,N,2.579
DMX-OPT78248201,OPT78-2482-01,PEEL-PRESENT HEAVY DUTY 203DPIM-4206 & M,125.38,82.08,0,DATAMAX-ONEIL,DXA,N,1.72
DMX-OPT78248202,OPT78-2482-02,PEEL-PRESENT 300DPI M 4308,125.38,75.01,10,DATAMAX-ONEIL,DXA,N,1.764
DMX-OPT78248402,OPT78-2484-02,INT REW M CLASS,129.18,84.57,5,DATAMAX-ONEIL,DXA,N,1.764
DMX-OPT78261301,OPT78-2613-01,TT OPTION H4 METAL HUBS H CLAS,132.98,87.06,0,DATAMAX-ONEIL,DXA,N,2.95
DMX-OPT78261311,OPT78-2613-11,TT OPTION H CLASS,132.98,87.06,0,DATAMAX-ONEIL,DXA,N,3.5
DMX-OPT78261321,OPT78-2613-21,TT OPTION 8'' H CLASS,132.98,87.06,0,DATAMAX-ONEIL,DXA,N,4.45
DTL-8075103,8-0751-03,CBL RS232 9D S EXT PWR STRAIGHT 4M,16.79,10.25,36,DATALOGIC,DPC,N,0.419
DTL-8075104,8-0751-04,"CBL ASY ROHS DB9S RS E/PPROGRAM 10.5""",17.56,10.72,0,DATALOGIC,DPC,N,0.375
DTL-8075110,8-0751-10,CABLE RS-232 WINCOR W/DTR 2M,9.16,5.19,0,DATALOGIC,DPC,N,0.22
DTL-8075111,8-0751-11,CBL RS232 9D S EXT PWR SHORT OVERMOLD 2M,9.16,5.59,83,DATALOGIC,DPC,N,0.22
DTL-8075201,8-0752-01,CBL KBW 6DIN IBM AT/PS2 EXT PWR STRAIGHT,24.42,13.81,0,DATALOGIC,DPC,N,0.529
DTL-8075301,8-0753-01,CBL IBM 4683/PORT9B 4.5M STRAIGHT,12.22,6.9,0,DATALOGIC,DPC,N,0.375
DTL-8075402,8-0754-02,CABLE IBM/USB POT 4.5M STRAIGHT,24.42,13.81,0,DATALOGIC,DPC,N,0.375
DTL-8075403,8-0754-03,CBL ASY USB TYPE A E/P POT BLK12',16.79,9.49,0,DATALOGIC,DPC,N,0.353
DTL-8075405,8-0754-05,"CABLE,USB,TYPE A,EAS,POT,STR,12' - MGL11",22.13,12.52,0,DATALOGIC,DPC,N,0.419
DTL-8075407,8-0754-07,CABLE IBM USB BT STRT 2M,19.08,10.8,0,DATALOGIC,DPC,N,0.176
DTL-8075408,8-0754-08,"CBL ASY,ROHS,USB A,EAS,ERI,OPT,STRT,2M -",12.22,6.9,0,DATALOGIC,DPC,N,0.353
DTL-8075411,8-0754-11,CBL USB A POT STRT SHORT/OM 12'/3.6M - M,9.16,5.19,0,DATALOGIC,DPC,N,0.265
DTL-8075412,8-0754-12,"CABLE,USB,SERIES A,POT,2M",12.22,7.46,2,DATALOGIC,DPC,N,0.154
DTL-8076308,8-0763-08,CABLE ASSY REMOTE DISPLAY SINGLE 15',8.39,5.12,1,DATALOGIC,DPC,N,0.309
DTL-8076902,8-0769-02,CBL FOR EAS ANTENNA,5.34,3.26,0,DATALOGIC,DPC,N,0.022
DTL-8076904,8-0769-04,CBL EAS INTERLOCK (USES AUX PORT),7.63,4.66,0,DATALOGIC,DPC,N,0.198
DTL-8086302,8-0863-02,CBL ASY ROHS USB TYPE A EXT PWR 15',12.22,7.46,0,DATALOGIC,DPC,N,0.353
DTL-8086303,8-0863-03,"CAB ASY,ROHS,IBM,USB,E/P,15'",16.79,10.25,0,DATALOGIC,DPC,N,0.419
DTL-8086304,8-0863-04,CBL USB  Type A TEC 1M MGL8400,12.22,7.46,0,DATALOGIC,DPC,N,0.11
DTL-8086305,8-0863-05,CBL ASY ROHS IBM USB POT 15',25.96,15.83,40,DATALOGIC,DPC,N,0.573
DTL-80934,8-0934,"CPOWER ADAPTER,MGL83/84 AC/DC REGULATE",21.37,13.03,0,DATALOGIC,DPC,N,0.375
DTL-80935,8-0935,POWER ADAPTER AC/DC REGULATED,12.22,7.46,182,DATALOGIC,DPC,N,0.353
DTL-80936,8-0936,POWER ADAPTER 12V MGL,14.5,8.85,84,DATALOGIC,DPC,N,0.353
DTL-8093701,8-0937-01,CBL POWER ADAPTER,14.5,8.85,1,DATALOGIC,DPC,N,0.154
DTL-8093801,8-0938-01,CBL USB TYPE A BLK STRAIGHT EXTERNAL POW,12.22,7.46,112,DATALOGIC,DPC,N,0.485
DTL-8093802,8-0938-02,CBL USB SURE POS POT 4.5M,14.5,8.85,11,DATALOGIC,DPC,N,0.463
DTL-8093901,8-0939-01,"CABLE, AUX PORT ADAPTER 750M",12.22,7.46,0,DATALOGIC,DPC,N,1.808
DTL-84100201001,84100201-001,MGL8400 SCNR ONLY M-I/F SAPP NO DSP-CBL-,723.49,441.33,0,DATALOGIC,DPC,Y,15.895
DTL-8410020100121000,84100201-001210002,"MGL84,S/O,SHRT SAPH,SHT,STD,EURO,N,EAS",766.23,467.4,0,DATALOGIC,DPC,Y,33.069
DTL-8410020100121030,84100201-001210300,MGL8400 SCNR ONLY RS232 SHORTSAPPH HORIZ,770.81,470.19,0,DATALOGIC,DPC,Y,33.069
DTL-84100201003,84100201-003,MGL8400 M-I/F SAPP SHLF MNT SHRT PLAT NO,723.49,434.09,30,DATALOGIC,DDM,Y,15.322
DTL-8410020100321030,84100201-003210302,MGL8400 SCNR SAPPHGLAS SHORT EU PSU (CAB,779.97,475.78,0,DATALOGIC,DPC,Y,16.623
DTL-8410020100325001,84100201-003250301,CMGL84 S/O SHT SAPH HOR PLAT EU CFIG,787.6,472.56,0,DATALOGIC,DDM,Y,16.314
DTL-84100402001,84100402-001,MGL8400 SCNR ONLY MED SAPPH GLASS NO PSU,734.17,447.85,0,DATALOGIC,DPC,Y,18.276
DTL-84100404001,84100404-001,MGL8400 SCNR ONLY MED SAPP HORIZ PLAT ME,734.17,447.85,0,DATALOGIC,DPC,Y,17.196
DTL-84100404003,84100404-003,MGL8400 MED SAPPH GLASS NO PSUNO CBL,734.17,440.5,0,DATALOGIC,DDM,Y,17.284
DTL-8410060300121030,84100603-001210300,MGL8400 SCNR ONLY LG SAPH HORIPLAT STD C,786.07,471.64,0,DATALOGIC,DDM,Y,20.062
DTL-84100605003,84100605-003,MGL8400 SCNR ONLY LONG SAPH GLASS SHELF,738.76,450.64,0,DATALOGIC,DPC,Y,17.747
DTL-84101201001,84101201-001,MGL8400 M-I/F DLC GLASS NO DSP-CABLE-PSU,639.54,383.72,4,DATALOGIC,DDM,Y,15.653
DTL-84101201003,84101201-003,MGL8400 SCNR ONLY SHORT EU CONFIG,639.54,383.72,0,DATALOGIC,DDM,Y,15.653
DTL-84101603001,84101603-001,MGL8400 SCNR ONLY LG PLAT DLCGL FLGE MNT,654.8,399.43,0,DATALOGIC,DPC,Y,19.07
DTL-84101605003,84101605-003,MGL8400 SCNR ONLY L/DLC LS EUCFIG NO BRI,654.8,399.43,0,DATALOGIC,DPC,Y,0.22
DTL-8410240400325030,84102404-003250300,MGL8400 SCNR ONLY MED SAPP EUPSU USB CBL,778.44,474.85,0,DATALOGIC,DPC,Y,0.22
DTL-84132400001,84132400-001,MGL8400 SCNR ONLY M-I/F MED SAPP ADPT NO,734.17,447.85,0,DATALOGIC,DDM,Y,17.372
DTL-8413240000121030,84132400-001210300,MGL8400 SCNER ONLY MED SAPHIREGLASS EU P,781.5,476.72,0,DATALOGIC,DPC,Y,18.519
DTL-841324000012103,84132400-001210301,MGL8400 SCNER ONLY EAS MED SAPHIREGLASS,786.07,479.51,0,DATALOGIC,DPC,Y,18.585
DTL-841324000012201X,84132400-001220100,MGL8400 SCNR ONLY MED SAPPH CFIG STD EU,778.44,467.07,0,DATALOGIC,DDM,Y,18.563
DTL-8413240000122010,84132400-001220101,MGL8400 SCNR ONLY MED SAPHIERGLASS EU PS,783.78,470.26,0,DATALOGIC,DDM,Y,16.733
DTL-84132400003,84132400-003,MGL8400 SCNR ONLY MED SAPPH PLTR EU CONF,734.17,447.85,0,DATALOGIC,DPC,Y,17.306
DTL-841324000032103X,84132400-003210300,MGL8400 SCNR ONLY MED SAPPH GLASS+EU PWR,781.5,476.72,0,DATALOGIC,DPC,Y,18.739
DTL-8413240000321030,84132400-003210301,MGL8400 SCNR ONLY MED SAPPH GLASS+EU PWR,786.07,479.51,0,DATALOGIC,DPC,Y,18.739
DTL-8413240000325001,84132400-003250300,CMGL84 SCNR ONLY ADPTV SCL MED SAPH PL,778.44,467.07,1,DATALOGIC,DDM,Y,18.629
DTL-8413260000321030,84132600-003210300,MGL8400 SCNRONLY RS232 LONG SAPH GLASS E,786.07,479.51,0,DATALOGIC,DPC,Y,0.22
DTL-8413340000121030,84133400-001210300,MGL8400 SCNR ONLY RS232 MED DLC CBL ADAP,696.01,424.57,0,DATALOGIC,DPC,Y,19.07
DTL-8413340000321030,84133400-003210300,MGL8400 S/O MED DLC PLTR W/LIFT BAR NO M,696.01,424.57,0,DATALOGIC,DPC,Y,18.827
DTL-8413340000361030,84133400-003610300,MGL8400 MEDIUM ADAPTIVE DLC CBL RS232 PS,928.79,566.56,0,DATALOGIC,DPC,Y,19.224
DTL-84222404004,84222404-004,MGL8400 SCNR SCALE MED SPIRE GLASS METRI,1150.88,702.03,0,DATALOGIC,DPC,Y,21.142
DTL-84222404A1051080,84222404-A10510801,MGL8400 SAPP GLASS MED PLATT SHELF MNT P,1285.2,783.97,0,DATALOGIC,DPC,Y,0.22
DTL-84222605004,84222605-004,"MGL8400 SCNR SCALE EURO/AUSTRLONG SAPP,M",1156.22,705.29,0,DATALOGIC,DPC,Y,51.764
DTL-84223404004,84223404-004,MGL8400 M-I/F DLC GLASS FLIP-UP RAIL NO,1053.94,642.91,0,DATALOGIC,DPC,Y,21.407
DTL-8422480400425020,84224804-004250200,MGL8400 SCNR ONLY MED SAPP METRIC SCALE,1208.11,736.95,0,DATALOGIC,DPC,Y,22.619
DTL-8422520400401000,84225204-004010001,C MGL8400 SCNR SCALE METRIC MEDDLC PLT,1059.29,635.57,0,DATALOGIC,DDM,Y,21.01
DTL-846A240403162108,846A2404-031621081,MGL8400 SCNR SCALE MED SAPP ALW PLTR MET,1355.41,826.79,0,DATALOGIC,DPC,Y,46.54
DTL-847A240402020203,847A2404-020202030,MGL8400 SCNR SCALE MED SPHR PLT W/DISP E,1260.77,769.07,0,DATALOGIC,DPC,Y,22.112
DTL-8550062120235010,855006212-0235010R,MGL8500XT LONG TOP SAPPH GLASSEU SCALE S,1653.04,1008.35,0,DATALOGIC,DPC,Y,0.22
DTL-8550062120665010,855006212-0665010R,MGL8500XT LONG TOP SAPPH GLASSEU SCALE S,1653.04,1008.35,0,DATALOGIC,DPC,Y,0.22
DTL-8580022030145012,858002203-0145012R,MGL8500XT LONG TOP SAPPH GLASSNZ/AUST SC,1594.28,972.51,0,DATALOGIC,DPC,Y,0.22
DTL-8580032010005000,858003201-0005000R,MGL8500XT LONG SAPPH TOP US/SISCALE NO D,1440.11,878.47,0,DATALOGIC,DPC,Y,0.22
DTL-8580032010005020,858003201-0005020R,MGL8500XT LONG TOP SAPPH GLASSUS/CAN SCA,1500.41,915.25,0,DATALOGIC,DPC,Y,28.05
DTL-8580041010003011,858004101-0003011R,MGL8500XT LONG TOP DLC GLASS US/CAN SCAL,1376.01,839.36,0,DATALOGIC,DPC,Y,0.22
DTL-8580041020001000,858004102-0001000R,MGL8500XT LONG DLC TOP EU/SI SCALE NO DS,1337.09,815.62,0,DATALOGIC,DPC,Y,30.402
DTL-8580042020063001,858004202-0063010R,"MGL8500Xt, LONG PLATTER SAPPHGLASS PSU U",1490.49,909.19,0,DATALOGIC,DPC,Y,44.092
DTL-85900113310300R,859001-133-10300R,MGL8500XT LONG PLTER DLC GLASSEU PSU RS-,984.5,600.54,0,DATALOGIC,DPC,Y,23.149
DTL-93ACC1871,93ACC1871,CGFC-2020 2KN 102 LATERAL OUTPUT,22.9,21.32,0,DATALOGIC,DTI,N,0.22
DTL-942350001,942350001,SKORPIO X3 WIFI A/B/G BT 1D LSR 28KEY 25,976.87,547.05,39,DATALOGIC,DLM,Y,1.499
DTL-942350002,942350002,SKORPIO X3 BATCH A/B/G 1D LSR28KEY 256/5,763.18,427.38,15,DATALOGIC,DLM,Y,1.521
DTL-942350003,942350003,SKORPIO X3 WIFI A/B/G BT 1D LSR 50KEY 25,976.87,547.05,0,DATALOGIC,DLM,Y,1.499
DTL-942350004,942350004,SKORPIO X3 WIFI A/B/G BT 1D LSR 28KEY 25,1015.03,568.42,31,DATALOGIC,DLM,Y,1.543
DTL-942350005,942350005,SKORPIO X3 WIFI A/B/G BT 1D LSR 50KEY 25,1015.03,568.42,4,DATALOGIC,DLM,Y,1.499
DTL-942350006,942350006,EOLSKX3 X3 WIFI 2D 28K Sub 942350024,1091.35,611.15,0,DATALOGIC,DLM,Y,1.543
DTL-942350010,942350010,SKORPIO X3 BATCH 1D LSR 38KEYCE6 GSPOT,763.18,427.38,0,DATALOGIC,DLM,Y,1.455
DTL-942350011,942350011,SKORPIO X3 WIFI A/B/G BT 1D LSR 38KEY 25,976.87,547.05,66,DATALOGIC,DLM,Y,1.499
DTL-942350024,942350024,SKORPIO X3 HH WIFI A/B/G BT IMGR 28KEY 2,1091.35,611.15,7,DATALOGIC,DLM,Y,1.499
DTL-942350025,942350025,SKORPIO X3 HH WIFI A/B/G BT IMGR 50KEY 2,1091.35,611.15,5,DATALOGIC,DLM,Y,1.301
DTL-942350026,942350026,SKORPIO X3 HH WIFI A/B/G BT IMGR 28KEY 2,1129.51,632.52,0,DATALOGIC,DLM,Y,1.499
DTL-942350027,942350027,SKORPIO X3 HH WIFI A/B/G BT IMGR 50KEY 2,1129.51,632.52,0,DATALOGIC,DLM,Y,1.499
DTL-942400001,942400001,SKORPIO GUN X3 WIFI A/B/G BT 1D LSR 28KE,1037.92,581.24,17,DATALOGIC,DLM,Y,1.852
DTL-942400002,942400002,SKORPIO GUN X3 WIFI A/B/G BT 1D LSR 50KE,1037.92,581.24,0,DATALOGIC,DLM,Y,1.83
DTL-942400003,942400003,SKORPIO GUN X3 WIFI A/B/G BT 1D LSR 38KE,1037.92,581.24,0,DATALOGIC,DLM,Y,1.83
DTL-942400004,942400004,C SKORPIOX3 00A0LS-3S0-CEU1SH4668,1071.5,600.04,0,DATALOGIC,DLM,Y,1.874
DTL-942400011,942400011,SKPX3 PGRIP WFI A/B/G BT IMGR28KEY 256/5,1152.39,645.35,0,DATALOGIC,DLM,Y,1.874
DTL-942400012,942400012,SKPX3 PGRIP WFI A/B/G BT IMGR38KEY 256/5,1152.39,645.35,2,DATALOGIC,DLM,Y,1.874
DTL-942400013,942400013,SKPX3 PGRIP WFI A/B/G BT IMGR50KEY 256/5,1152.39,645.35,0,DATALOGIC,DLM,Y,1.874
DTL-942400014,942400014,SKORPIO X3 PGRIP WIFI A/B/G BTLASER 28KE,1037.92,581.24,0,DATALOGIC,DLM,Y,1.764
DTL-942400015,942400015,SKORPIO X3 PGRIP WFI BT IMG 28KEY FUNCT,1152.39,645.35,4,DATALOGIC,DLM,Y,1.852
DTL-942400016,942400016,SKORPIO X3 PGRIP WIFI A/B/G BTIMGR 38KEY,1190.55,666.71,4,DATALOGIC,DLM,Y,1.874
DTL-944201041,944201041,EOL Memor WiFi sub: 944250022,755.55,423.11,0,DATALOGIC,DLM,Y,1.764
DTL-944250001,944250001,OMEMX3 25KEY LIN IMAGER SEE TEXT,454.09,254.29,21,DATALOGIC,DLM,Y,1.565
DTL-944250002,944250002,OMEMX3 WIFI BT 25KEY  1D SEE TEXT,530.41,297.04,38,DATALOGIC,DLM,Y,1.609
DTL-944250003,944250003,OMEMX3BATCH 25KEY LASER SEE TEXT,515.15,288.49,70,DATALOGIC,DLM,Y,1.565
DTL-944250004,944250004,Memor WIFI BT 25K WCE6.0 1D SEE TEXT,606.73,339.76,408,DATALOGIC,DLM,Y,1.565
DTL-944250005,944250005,EOL Memor WiFi 25K 2D sub:944250006,683.05,382.5,51,DATALOGIC,DLM,Y,1.565
DTL-944300022,944300022,CUSTOM BTE ELF 00A0LS-1N1-MEN0 SH4458,1179.11,666.95,0,DATALOGIC,DPC,Y,1.609
DTL-944300031,944300031,ELF WIFI A/B/G BT 27KEY 2D IMGR 256MB CE,1144.76,641.06,1,DATALOGIC,DLM,Y,1.521
DTL-944300032,944300032,ELF WIFI A/B/G BT 46KEY 2D IMGR 256MB CE,1144.76,641.06,0,DATALOGIC,DLM,Y,1.55
DTL-944300042,944300042,ELF WIFI A/B/G BT 2D IMGR 46KEY WEHH GSP,1217.27,688.53,0,DATALOGIC,DPC,Y,0.992
DTL-944300045,944300045,ELF HC WIFI A/B/G BT 46KY 2D SEE TEXT,1278.32,715.86,0,DATALOGIC,DLM,Y,2.205
DTL-944301000,944301000,ELF WIFI A/B/G BT 27KY STDLSR SEE TEXT,1102.79,617.57,38,DATALOGIC,DLM,Y,2
DTL-944301001,944301001,ELF WIFI A/B/G BT 27KY 2DIMG SEE TEXT,1217.27,681.66,7,DATALOGIC,DLM,Y,2.15
DTL-944301002,944301002,O ELF WIFI 46KEY BT LSR SEE TEXT,1369.91,767.16,0,DATALOGIC,DLM,Y,2.25
DTL-944301003,944301003,ELF WIFI A/B/G BT 27KEY STD LSR 256M WM6,1369.91,767.16,0,DATALOGIC,DLM,Y,2.315
DTL-944301004,944301004,ELF WIFI A/B/G BT 27KEY 2D IMG SEE TEXT,1484.39,831.26,2,DATALOGIC,DLM,Y,2.25
